fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Siirtyy 2021: Alppipuiston kesä 2020;sv;Förflyttas 2021: Sommar i Alpparken;en;Transferred to 2021: Alppipuisto Summer Events;zh;null;Viipurinkatu-Tivolitie-Helsinginkatu,Helsinki,00510,
fi;Ane Brun (NO) – K18;sv;null;en;null;zh;null;Kasarmikatu 46-48,Helsinki,00130,
fi;Siirtyy: Innocence;sv;Förflyttas: Innocence;en;Transferred: Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Innocence;sv;Innocence;en;Innocence;zh;null;Helsinginkatu 58,Helsinki,00260,
fi;Viapori Jazz 2021;sv;Viapori Jazz 2021;en;Viapori Jazz 2021;zh;null;Suomenlinna,Helsinki,00190,
fi;Taiteiden yö 2021;sv;null;en;Night of the Arts 2021;zh;赫尔辛基艺术之夜2021;-,-,-,
fi;Helsingin juhlaviikot 2021;sv;null;en;Helsinki Festival 2021;zh;赫尔辛基艺术欢庆周2021;-,-,-,
fi;Flow Festival 2021;sv;Flow Festival 2021;en;Flow Festival 2021;zh;赫尔辛基潮流音乐节2021;Kaasutehtaankatu 1,Helsinki,00580,
fi;Burger Lovers Festival 2021;sv;null;en;Burger Lovers Festival 2021;zh;null;-,-,-,
fi;Vappu 2021;sv;Valborg 2021;en;Vappu - May Day Celebration 2021;zh;null;-,-,-,
fi;Tarvaspää – 500 vuotta eteenpäin;sv;Tarvaspää – 500 år framåt i tiden;en;Tarvaspää – The Next 500 Years;zh;null;Gallen-Kallelan tie 27,Espoo,02600,
